"SEQN","SDDSRVYR","RIDSTATR","RIAGENDR","RIDAGEYR","RIDAGEMN","RIDRETH1","RIDRETH3","RIDEXMON","RIDEXAGM","DMQMILIZ","DMQADFC","DMDBORN4","DMDCITZN","DMDYRSUS","DMDEDUC3","DMDEDUC2","DMDMARTL","RIDEXPRG","SIALANG","SIAPROXY","SIAINTRP","FIALANG","FIAPROXY","FIAINTRP","MIALANG","MIAPROXY","MIAINTRP","AIALANGA","DMDHHSIZ","DMDFMSIZ","DMDHHSZA","DMDHHSZB","DMDHHSZE","DMDHRGND","DMDHRAGE","DMDHRBR4","DMDHREDU","DMDHRMAR","DMDHSEDU","WTINT2YR","WTMEC2YR","SDMVPSU","SDMVSTRA","INDHHIN2","INDFMIN2","INDFMPIR"
81513,8,2,1,7,,4,4,2,93,,,1,1,,1,,,,1,1,2,1,2,2,,,,,5,5,0,4,0,2,32,1,3,5,,9792.040906,9636.440912,1,114,5,5,0.73
81514,8,2,1,23,,1,1,1,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,6,6,0,1,1,2,43,1,2,5,,29199.756254,30520.060509,2,118,6,6,0.95
81515,8,2,1,2,,1,1,1,33,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,1,0,0,2,44,2,2,5,,7451.935307,7545.59087,1,118,5,5,0.72
81516,8,2,2,60,,4,4,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,66,1,5,1,5,16435.839651,16604.807955,1,112,14,14,5
81517,8,2,2,15,,5,6,1,191,,,2,2,3,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,1,1,0,2,39,2,3,1,3,15725.358324,19861.253854,2,111,4,4,0.63
81518,8,2,2,13,,4,4,1,159,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,6,6,0,4,0,2,38,2,4,3,,11087.575359,10863.193961,1,108,7,7,1.33
81519,8,2,1,58,,3,3,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,5,5,0,2,0,1,58,1,5,1,5,76267.184439,76915.331348,1,116,15,15,4.9
81520,8,1,2,15,,4,4,,,,,1,1,,9,,,,1,1,2,1,2,2,,,,,2,2,0,1,0,2,45,1,3,5,,21849.803844,0,2,111,5,5,1.27
81521,8,2,2,55,,2,2,2,,2,,2,1,7,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,0,1,56,2,5,1,4,14018.460187,13762.978768,2,104,15,15,5
81522,8,2,2,63,,4,4,2,,2,,1,1,,,3,5,,1,2,2,1,2,2,,,,,7,7,1,4,1,2,63,1,3,5,,21716.494041,22479.50672,2,113,77,77,
81523,8,2,2,57,,4,4,2,,2,,1,1,,,3,2,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,57,1,3,2,,20391.44855,20587.80708,1,114,3,3,0.51
81524,8,2,1,73,,2,2,2,,2,,2,2,5,,2,1,,2,2,2,1,2,2,2,2,2,,4,4,0,0,2,1,45,2,3,5,,10451.146398,10528.90614,2,104,8,8,1.89
81525,8,2,1,10,,1,1,1,120,,,1,1,,4,,,,1,1,2,1,2,2,1,2,2,1,5,5,2,1,0,2,31,2,4,1,5,11237.260122,11351.228758,1,112,10,10,2.5
81526,8,2,2,16,,5,7,2,203,,,2,2,1,8,,,,1,2,2,1,2,2,1,2,2,1,5,5,0,3,0,2,36,2,3,1,4,8672.856065,9177.100804,2,110,1,1,0
81527,8,2,1,35,,4,4,2,,2,,1,1,,,2,5,,1,2,2,1,2,2,1,2,2,1,4,1,0,0,1,1,54,1,4,5,,25490.816289,26861.483203,2,108,8,1,0
81528,8,2,2,41,,5,7,2,,2,,1,1,,,3,6,2,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,45,2,3,6,,22399.981884,23562.718971,1,109,4,1,0
81529,8,2,2,1,13,1,1,2,15,,,1,1,,,,,,2,1,2,2,2,2,,,,,4,4,1,0,0,1,48,2,1,4,,14127.179131,14981.892485,1,110,77,77,
81530,8,2,2,73,,5,7,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,73,1,4,1,4,51523.899663,52033.599055,1,113,9,9,3.81
81531,8,2,2,5,,2,2,2,69,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,1,38,1,3,4,,11617.940564,13021.13532,2,105,4,4,0.54
81532,8,2,1,5,,5,6,2,69,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,39,,,1,5,6925.234748,7281.96705,2,104,14,14,3.44
81533,8,2,2,25,,3,3,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,3,0,0,1,28,1,3,1,4,47994.247994,49855.412809,2,113,6,6,1.02
81534,8,2,2,49,,2,2,1,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,5,5,0,1,0,1,54,1,3,6,,26541.925537,26058.208445,1,111,4,4,0.65
81535,8,2,2,46,,2,2,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,46,1,3,1,4,29222.96654,30556.99327,1,115,12,12,
81536,8,2,2,8,,2,2,2,97,,,1,1,,2,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,2,0,2,42,1,4,1,4,12162.515289,12556.095343,2,117,5,5,0.82
81537,8,2,2,55,,2,2,1,,2,,2,1,7,,4,3,,2,2,2,1,2,2,2,2,1,2,3,2,0,0,0,2,55,2,4,3,,15115.676152,17250.669938,2,118,12,6,1.97
81538,8,2,1,12,,1,1,2,145,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,6,6,2,2,0,1,36,1,4,6,,18353.718625,19015.553918,1,109,2,2,0.28
81539,8,2,1,7,,1,1,2,94,,,1,1,,2,,,,1,1,2,1,2,2,,,,,6,6,1,2,0,1,38,2,4,1,1,12836.02318,13294.041946,1,107,7,7,1.27
81540,8,2,2,7,,4,4,1,93,,,1,1,,1,,,,1,1,2,1,2,2,,,,,7,7,2,3,0,2,34,1,4,1,3,8080.016759,7982.917263,2,114,14,14,2.39
81541,8,2,2,15,,4,4,1,188,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,2,0,2,42,1,5,3,,12586.673175,13629.861754,2,114,7,7,1.97
81542,8,2,1,3,,3,3,2,42,,,1,1,,,,,,1,1,2,1,2,2,,,,,2,2,1,0,0,2,39,1,4,4,,25694.53215,34715.574701,2,113,6,6,1.91
81543,8,2,1,14,,3,3,2,175,,,1,1,,8,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,2,41,1,5,1,5,51831.767692,55622.778925,1,114,15,15,5
81544,8,2,1,37,,2,2,1,,2,,2,1,4,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,1,1,0,1,37,2,5,1,5,44123.727601,47555.347479,1,116,14,14,3.4
81545,8,2,1,16,,1,1,2,200,,,1,1,,9,,,,1,2,2,1,2,2,1,2,2,1,6,6,1,2,1,2,36,1,2,4,,16720.102229,16353.387396,2,112,7,7,1.25
81546,8,2,1,6,,4,4,1,82,,,1,1,,1,,,,1,1,2,1,2,2,,,,,7,7,3,1,0,2,45,1,3,1,3,6525.878897,6422.179706,1,112,9,9,1.37
81547,8,2,2,60,,3,3,2,,2,,1,1,,,1,2,,1,2,2,1,2,2,1,2,2,1,4,4,1,0,1,2,60,1,1,2,,30938.112689,31201.077039,2,105,3,3,0.5
81548,8,2,1,69,,4,4,2,,2,,1,1,,,1,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,2,65,1,2,1,1,5789.455013,5997.74486,2,117,7,7,2.29
81549,8,2,2,6,,3,3,2,81,,,1,1,,1,,,,1,1,2,1,2,2,,,,,7,7,1,4,0,1,40,1,5,1,5,50042.734688,50696.750474,2,107,8,8,1.39
81550,8,2,1,51,,3,3,2,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,51,1,5,1,5,115012.330517,115840.629819,2,105,15,15,5
81551,8,2,2,15,,1,1,2,191,,,1,1,,10,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,1,0,1,34,1,3,6,,18315.576601,18540.004888,1,106,4,4,0.68
81552,8,2,2,62,,4,4,1,,2,,1,1,,,3,6,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,1,55,1,5,5,,12135.896975,12562.293762,1,112,77,77,
81553,8,2,2,26,,3,3,2,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,54,1,3,2,,90630.309482,92664.437299,1,110,15,15,5
81554,8,2,2,8,,1,1,2,98,,,1,1,,2,,,,2,1,2,2,2,2,1,2,2,1,5,5,0,2,0,1,34,2,1,1,1,15512.564525,15840.51623,1,110,7,7,1.38
81555,8,2,2,6,,4,4,2,75,,,1,1,,0,,,,1,1,2,1,2,2,,,,,3,3,0,2,0,2,28,1,4,5,,7724.805337,10208.573828,2,104,2,2,0.35
81556,8,2,2,25,,2,2,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,6,6,1,0,1,1,27,1,4,6,,34203.190317,37536.323098,1,108,14,14,3.09
81557,8,2,1,13,,5,7,1,160,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,3,0,1,41,2,1,1,5,9100.666858,9662.894124,1,117,15,15,4.53
81558,8,2,2,7,,3,3,1,93,,,1,1,,1,,,,1,1,2,1,2,2,,,,,5,5,0,3,0,1,38,1,4,1,4,48902.810183,53133.400567,2,115,14,14,3.51
81559,8,2,1,31,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,2,29,1,5,1,3,87214.688272,89450.860165,1,113,14,14,5
81560,8,2,1,1,15,3,3,2,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,31,1,4,1,5,27649.934473,28281.335133,1,104,15,15,5
81561,8,2,1,10,,3,3,1,127,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,7,7,3,2,0,2,31,1,3,1,4,13469.165751,13607.10801,1,112,4,4,0.4
81562,8,2,1,2,,2,2,2,28,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,2,0,0,1,32,2,5,1,4,14533.557367,14949.227495,1,110,15,15,4.25
81563,8,2,1,25,,3,3,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,2,57,1,5,3,,56795.494669,57452.678395,1,112,14,14,4.81
81564,8,2,1,50,,5,6,2,,2,,2,2,4,,1,1,,1,2,2,1,2,2,1,2,1,3,6,6,1,0,0,2,21,2,4,5,,10816.552542,11907.496239,2,117,4,4,0.5
81565,8,2,1,9,,1,1,1,119,,,1,1,,4,,,,2,1,2,1,2,2,1,2,2,1,6,6,0,4,0,2,33,2,1,5,,12048.451637,12170.647403,1,116,4,4,0.54
81566,8,2,1,52,,3,3,2,,2,,1,1,,,2,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,0,1,52,1,2,3,,76465.748922,82201.446083,1,113,3,3,1.21
81567,8,2,1,3,,5,6,1,49,,,1,1,,,,,,1,1,2,1,2,2,,,,,4,4,1,1,0,2,37,2,4,1,5,6029.734531,6293.309092,2,118,15,15,4.19
81568,8,2,2,36,,3,3,1,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,36,1,3,1,4,20675.878006,21887.023438,1,117,8,8,1.91
81569,8,2,1,1,12,5,6,2,12,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,1,30,1,5,1,5,8204.347383,8626.969263,1,104,15,15,5
81570,8,2,2,58,,4,4,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,58,1,4,5,,26265.026886,25936.458256,2,116,6,6,1.91
81571,8,2,2,22,,4,4,1,,2,,1,1,,,4,5,1,1,2,2,1,2,2,,,,,2,2,1,0,0,2,22,1,4,5,,27978.775033,28891.235299,2,114,6,6,1.91
81572,8,2,2,15,,4,4,1,183,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,45,1,3,3,,15007.812364,15365.792179,2,108,6,6,1.26
81573,8,2,2,64,,4,4,2,,2,,2,2,4,,1,5,,1,2,2,1,2,2,,,2,,2,1,0,0,2,1,68,2,1,6,,14897.973633,15421.416448,1,104,1,1,0.21
81574,8,2,1,34,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,1,34,1,4,1,5,73672.920982,75625.613244,2,116,15,15,5
81575,8,2,1,11,,1,1,2,139,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,34,2,4,1,3,14680.626463,15188.856906,1,107,9,9,2.34
81576,8,2,2,40,,1,1,1,,2,,2,2,77,,1,1,2,2,2,2,1,2,2,,,,,6,6,0,3,0,1,39,2,1,1,,17825.939273,17741.290117,1,118,12,12,
81577,8,2,1,9,,1,1,2,118,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,2,45,1,3,1,4,18130.452364,18758.112761,1,107,14,14,4.12
81578,8,2,1,60,,3,3,2,,1,1,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,60,1,4,1,3,109077.654153,111620.912421,2,113,15,15,5
81579,8,2,2,73,,1,1,1,,2,,2,2,8,,1,5,,2,2,2,1,2,2,2,2,2,,7,7,1,1,1,1,49,2,9,6,,8234.899235,8419.503787,2,118,5,5,0.5
81580,8,2,2,68,,3,3,2,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,68,1,4,3,,79942.028964,81126.424156,2,113,6,6,2.23
81581,8,2,1,80,,5,6,1,,2,,2,1,8,,5,2,,1,2,2,1,2,2,1,2,2,,5,5,0,0,1,1,80,2,5,2,,13459.843107,13929.653915,2,106,13,13,
81582,8,2,1,72,,5,6,2,,2,,2,1,6,,3,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,2,66,2,3,1,3,17465.916523,17847.991058,2,112,5,5,1.27
81583,8,2,2,18,,1,1,2,223,2,,1,1,,11,,,,1,2,2,1,2,2,1,2,2,1,7,7,0,4,0,1,51,2,4,1,4,17677.368666,17687.476596,2,107,7,7,1.05
81584,8,2,2,48,,4,4,1,,2,,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,2,48,1,5,1,5,26894.281601,26848.112046,1,116,15,15,4.25
81585,8,2,1,36,,3,3,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,7,7,0,0,2,1,73,1,2,1,4,15845.806807,15969.826849,1,109,5,5,0.67
81586,8,2,1,6,,2,2,1,82,,,1,1,,0,,,,2,1,2,2,2,2,,,,,4,4,1,2,0,2,32,2,1,3,,10972.355543,11493.121972,1,117,77,77,
81587,8,2,2,66,,3,3,1,,2,,1,1,,,4,3,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,66,1,4,3,,26588.675228,27264.589732,1,108,3,3,0.84
81588,8,2,2,11,,4,4,2,135,,,1,1,,5,,,,1,1,2,1,2,2,1,2,2,1,7,7,0,4,1,2,38,1,2,1,,6354.141997,6965.185431,1,104,8,8,1.29
81589,8,2,2,9,,5,6,2,110,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,39,2,5,1,5,12104.606392,13027.197768,1,105,15,15,5
81590,8,2,1,28,,2,2,2,,2,,2,2,3,,1,6,,2,2,2,1,2,2,1,2,2,2,5,5,0,2,0,2,41,2,1,6,,38818.867179,41360.653427,2,112,6,6,0.9
81591,8,2,2,14,,5,7,2,170,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,1,0,2,37,1,3,1,3,14919.206607,14703.598282,2,113,15,15,5
81592,8,1,2,4,,3,3,,,,,1,1,,,,,,1,1,2,,,,,,,,5,5,1,1,0,2,40,2,4,1,3,31538.850136,0,2,117,,,
81593,8,2,1,68,,2,2,1,,2,,2,1,7,,3,4,,2,2,2,1,2,2,1,2,1,2,2,2,0,0,1,1,68,2,3,4,,14560.589535,14577.628682,1,108,4,4,1.1
81594,8,2,1,60,,5,6,1,,2,,2,1,6,,5,1,,1,2,2,1,2,2,1,2,2,1,4,4,0,0,3,1,60,2,5,1,5,13628.318706,14193.84462,1,115,9,9,2.65
81595,8,2,1,80,,3,3,1,,1,2,1,1,,,5,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,2,1,80,1,5,1,4,24771.131091,25655.023435,2,114,10,10,4.13
81596,8,2,1,35,,3,3,2,,2,,2,1,3,,5,1,,1,2,1,1,2,1,,,,,4,4,1,1,0,2,33,2,5,1,5,10494.960133,11042.094446,2,104,5,5,0.88
81597,8,1,1,63,,4,4,,,1,1,1,1,,,2,3,,1,2,2,1,2,2,,,,,7,7,2,0,2,2,70,1,2,2,,9298.617277,0,1,106,8,8,1.36
81598,8,2,1,50,,1,1,2,,2,,2,2,7,,1,1,,2,2,2,1,2,2,1,2,2,2,2,2,0,0,1,2,80,,,2,,28498.10342,30958.774293,1,108,6,6,1.61
81599,8,2,1,46,,3,3,2,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,1,6,6,0,2,0,1,46,1,4,1,5,73295.590253,75029.173704,2,112,15,15,3.13
81600,8,2,2,70,,3,3,2,,2,,1,1,,,2,1,,1,2,2,1,2,2,1,2,2,,2,2,0,0,1,1,56,1,4,1,2,46654.326813,48770.491616,1,107,14,14,5
81601,8,2,1,65,,4,4,2,,1,1,1,1,,,5,3,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,1,65,1,5,3,,17116.921607,17374.430861,2,112,4,4,1.29
81602,8,2,2,37,,3,3,2,,2,,1,1,,,5,3,2,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,37,1,5,3,,31058.93273,32878.293654,1,114,12,12,
81603,8,2,2,76,,3,3,2,,2,,1,1,,,4,2,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,76,1,4,2,,46251.241254,46018.397026,1,106,4,4,1.54
81604,8,2,2,29,,4,4,2,,2,,2,1,3,,4,5,2,1,2,2,1,2,2,1,2,2,1,5,5,2,0,0,2,45,2,2,1,,21122.318941,21811.172429,2,117,6,6,1.11
81605,8,2,1,43,,1,1,1,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,1,5,4,0,3,0,2,28,,,6,,34782.374086,34336.296228,1,111,15,15,4.25
81606,8,2,2,42,,5,6,1,,2,,2,1,5,,5,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,2,0,1,43,2,5,1,5,14331.774395,14924.368536,1,117,15,15,5
81607,8,2,2,29,,1,1,1,,2,,1,1,,,4,5,2,1,2,2,1,2,2,1,2,2,1,4,4,0,0,1,2,68,,,2,,32767.518342,33764.045167,1,111,14,14,3.61
81608,8,2,2,33,,3,3,1,,2,,1,1,,,5,1,2,1,2,2,1,2,2,1,2,2,1,2,2,0,0,0,1,34,1,5,1,5,91106.827412,93284.991131,1,115,15,15,5
81609,8,2,1,54,,1,1,1,,2,,2,1,7,,2,1,,2,2,2,2,2,2,2,2,2,2,5,4,0,1,0,1,54,2,2,1,1,16038.024254,16049.656397,1,117,12,12,
81610,8,2,1,60,,1,1,1,,2,,2,2,6,,1,1,,2,2,2,2,2,2,2,2,1,2,2,2,0,0,2,1,60,2,1,1,1,12197.704197,12835.20014,1,111,77,77,
81611,8,2,1,31,,2,2,2,,2,,2,2,5,,2,4,,2,2,2,2,2,2,2,2,2,2,7,1,0,1,0,2,32,2,3,3,,36372.399546,39831.110566,1,104,12,77,
81612,8,2,2,3,,1,1,1,38,,,1,1,,,,,,2,1,2,2,2,2,,,,,4,4,1,1,0,2,49,2,2,3,,10372.221851,10828.302438,2,118,5,5,0.98
81613,8,2,2,41,,3,3,1,,2,,1,1,,,3,1,2,1,2,2,1,2,2,1,2,2,1,4,4,0,1,0,1,41,1,3,1,3,25966.639959,26774.306881,2,109,4,4,0.63
81614,8,2,1,21,,3,3,1,,2,,1,1,,,4,5,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,0,1,21,1,4,5,,104546.408309,103919.36232,2,111,6,4,1.54
81615,8,2,2,10,,1,1,2,127,,,1,1,,5,,,,2,1,2,1,2,2,1,2,2,1,6,6,1,3,0,1,36,2,3,1,1,15227.862274,15159.059531,1,109,4,4,0.47
81616,8,2,2,10,,1,1,1,122,,,1,1,,4,,,,2,1,1,1,2,1,1,2,2,1,5,5,0,3,0,2,41,2,2,1,2,11644.524894,12021.342734,1,118,4,4,0.54
81617,8,2,1,52,,2,2,2,,2,,2,1,6,,3,5,,2,2,2,2,2,2,2,2,2,2,4,1,0,0,1,1,51,1,4,3,,24512.933202,24705.574743,2,113,,3,0.94
81618,8,2,2,19,,3,3,1,230,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,4,4,0,1,2,1,71,1,4,1,4,28780.898988,29636.634351,2,116,6,6,1.05
81619,8,2,2,18,,1,1,2,226,2,,1,1,,14,,,,1,2,2,1,2,2,1,2,2,1,6,6,1,2,0,1,38,2,4,1,1,13290.910202,13225.45352,1,107,7,7,1.27
81620,8,2,1,26,,4,4,2,,2,,1,1,,,4,5,,1,2,2,,,,1,2,2,1,3,1,0,0,0,1,25,1,4,5,,35421.838835,35095.046182,1,105,12,,
81621,8,2,2,15,,3,3,2,186,,,1,1,,9,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,1,1,2,57,1,4,1,,56277.044936,58967.797216,2,104,15,15,4.61
81622,8,2,2,65,,2,2,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,2,1,64,1,4,1,3,15174.746412,15877.769625,1,107,8,8,3.09
81623,8,2,2,63,,5,6,1,,2,,2,2,5,,5,1,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,1,2,63,2,5,1,,15478.5921,16228.838918,1,118,8,8,2.46
81624,8,2,2,62,,3,3,1,,2,,1,1,,,4,1,,1,2,2,1,2,2,1,2,2,,4,4,0,0,2,2,62,1,4,1,4,62768.664899,62513.320905,1,111,6,6,1.19
81625,8,2,2,41,,2,2,2,,2,,2,1,5,,3,1,2,1,2,2,1,2,2,1,2,2,1,3,3,1,0,0,2,41,2,3,1,3,36587.777985,36244.608786,2,113,10,10,3.28
81626,8,2,2,40,,2,2,1,,2,,2,1,7,,4,4,2,1,2,2,1,2,2,,,,,2,2,0,1,0,2,40,2,4,4,,25430.708507,24967.242947,2,106,6,6,1.78
81627,8,2,2,24,,3,3,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,1,2,2,1,5,5,2,0,0,1,50,,,1,,65978.73457,67516.472465,2,107,12,12,
81628,8,2,2,66,,2,2,2,,2,,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,2,1,0,0,2,1,65,1,5,6,,13905.145738,13670.389426,1,109,14,8,4.35
81629,8,2,2,57,,3,3,2,,2,,1,1,,,3,1,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,1,60,1,3,1,3,127471.314206,136052.608308,1,113,14,14,5
81630,8,2,2,14,,3,3,1,173,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,3,3,0,1,0,2,44,1,4,1,3,84538.635135,86591.459639,1,115,9,9,2.82
81631,8,2,1,1,15,5,7,1,16,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,2,26,1,2,6,,7272.240434,7412.97417,2,116,2,2,0.18
81632,8,2,2,3,,4,4,2,40,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,2,0,2,49,1,5,77,,15620.265004,18011.692571,2,107,13,13,
81633,8,2,1,51,,4,4,1,,1,2,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,1,4,1,0,0,0,1,51,1,4,6,,23134.121482,23078.346917,2,114,15,7,3
81634,8,2,1,14,,3,3,2,175,,,1,1,,7,,,,1,1,2,1,2,2,1,2,2,1,4,4,0,2,0,1,50,1,5,1,5,63010.7325,64077.601881,1,104,15,15,5
81635,8,2,2,5,,2,2,1,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,1,2,60,,,3,,17328.638712,18450.618873,1,111,14,14,3.36
81636,8,2,1,79,,3,3,2,,1,1,1,1,,,4,6,,1,2,2,1,2,2,1,2,2,,2,1,0,0,2,1,79,1,4,6,,48193.224809,48904.257128,2,104,15,14,5
81637,8,2,1,5,,1,1,1,64,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,2,1,0,2,31,2,4,1,5,12383.790015,12541.48387,1,112,10,10,2.5
81638,8,2,2,15,,1,1,1,188,,,1,1,,9,,,,2,1,2,2,2,2,1,2,2,1,4,4,0,2,0,1,55,2,1,4,,9715.015181,9777.119541,2,118,5,5,0.92
81639,8,2,2,13,,4,4,1,158,,,1,1,,6,,,,1,1,2,1,2,2,1,2,2,1,5,5,1,2,0,2,37,1,3,5,,12315.204418,12065.979254,1,112,6,6,0.98
81640,8,2,2,70,,3,3,2,,2,,1,1,,,3,3,,1,2,2,1,2,2,1,2,2,,1,1,0,0,1,2,70,1,3,3,,26555.322013,26706.992415,2,107,4,4,1.39
81641,8,2,2,9,,4,4,2,118,,,1,1,,3,,,,1,1,2,1,2,2,1,2,2,1,5,5,0,4,0,2,32,1,3,5,,10802.436595,10672.621129,1,114,5,5,0.73
81642,8,2,1,39,,3,3,1,,2,,1,1,,,3,5,,1,2,2,1,2,2,1,2,2,1,2,2,0,0,1,2,66,2,5,3,,87214.688272,89450.860165,1,113,6,6,2.19
81643,8,2,2,50,,2,2,2,,2,,1,1,,,5,6,,1,2,2,1,2,2,1,2,2,1,3,3,0,1,1,2,50,1,5,6,,16282.072418,16129.35733,1,104,5,5,1.07
81644,8,2,1,6,,3,3,2,73,,,1,1,,0,,,,1,1,2,1,2,2,,,,,5,5,1,2,0,1,36,1,5,1,5,24100.399507,26315.545524,2,110,15,15,5
81645,8,2,2,52,,2,2,1,,2,,2,1,4,,3,1,,2,2,2,1,2,2,2,2,2,2,2,2,0,0,1,1,66,2,5,1,3,19080.513571,18732.778041,2,106,15,15,5
81646,8,2,1,0,9,4,4,1,9,,,1,1,,,,,,1,1,2,1,2,2,,,,,3,3,1,0,0,2,20,1,2,6,,6749.307401,7005.381388,1,113,3,3,0.51
81647,8,2,2,36,,3,3,2,,2,,1,1,,,4,1,2,1,2,2,1,2,2,,,,,5,5,0,3,0,2,36,1,4,1,5,80486.702648,84577.204383,2,109,15,15,5
81648,8,2,2,63,,3,3,2,,2,,1,1,,,5,2,,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,63,1,5,2,,68874.921408,70625.800606,2,113,7,7,3.26
81649,8,2,2,19,,1,1,1,237,2,,1,1,,13,,,,1,2,2,1,2,2,1,2,2,1,3,3,0,0,0,1,50,2,1,1,1,24516.736046,25646.745396,2,109,10,10,3.28
81650,8,2,1,9,,1,1,1,110,,,1,1,,3,,,,2,1,1,1,2,1,1,2,2,1,7,7,1,4,0,2,40,2,3,1,2,9493.757784,9719.385525,1,118,6,6,0.95
81651,8,2,1,2,,3,3,2,36,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,1,28,1,3,1,4,21175.518195,21659.072187,2,113,6,6,1.02
81652,8,2,1,0,0,4,4,2,0,,,1,1,,,,,,1,1,2,1,2,2,,,,,5,5,3,0,0,2,34,1,5,1,5,8063.917792,8405.419272,2,113,14,14,3.22
81653,8,2,1,14,,1,1,1,173,,,1,1,,8,,,,2,1,2,2,2,2,1,2,2,1,6,6,0,3,0,1,56,2,2,1,3,11374.874283,11125.394043,1,117,99,99,
