,tweet,favourite_count,retweet_count,tweet_cleaned,subjectivity,polarity,polarity_analysis,subjectivity_analysis,type
3755,@finjassauer I SWEAR TO GOD-,1.0,0,I SWEAR TO GOD-,0.0,0.0,Neutral,Objective,Neutral and Objective
3756,AirTag hacked for the first time by security researcher [Video] - 9to5Mac https://t.co/MrOtOhvjA9 by @joseadorno,0.0,0,AirTag hacked for the first time by security researcher [Video] - to5Mac by,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3757,"@davemark ....people are going to use AirTag for truly horrible things, aren't they.",2.0,0,"....people are going to use AirTag for truly horrible things, aren't they.",1.0,-1.0,Negative,Subjective,Negative and Subjective
3758,The #Apple #AirTags  have already been hacked: Here is what happened.  #databreach #privacy #applenews  https://t.co/hPGNb7agXz,0.0,2,The have already been hacked: Here is what happened.,0.0,0.0,Neutral,Objective,Neutral and Objective
3759,#Apple #AirTag #hacked for the first time: https://t.co/Osru4eMFU2,1.0,0,for the first time:,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3760,New reply to “AirTag Accessories” (Forum Topic) https://t.co/VGm7P96lCN,0.0,0,New reply to AirTag Accessories (Forum Topic),0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
3761,AirTag hacked for the first time by security researcher https://t.co/EOppLLFCLp,0.0,0,AirTag hacked for the first time by security researcher,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3762,"Dear twitter friends, I am asking for a students: is there anybody working at the intersection of UWB, security and privacy? It could be researchers of all walks, regulators, activists?
Airtag stuff is relevant, but not only.
Thank you!",7.0,9,"Dear twitter friends, I am asking for a students: is there anybody working at the intersection of UWB, security and privacy? It could be researchers of all walks, regulators, activists?Airtag stuff is relevant, but not only.Thank you!",0.9,0.5,Positive,Subjective,Positive and Subjective
3763,Got an Apple AirTag? Here's how to use AirTags to keep track of your important items. https://t.co/booMZZqMpY,0.0,0,Got an Apple AirTag? Here's how to use AirTags to keep track of your important items.,1.0,0.4,Positive,Subjective,Positive and Subjective
3764,"@frankInnovacion @applesfera @iFixit @9to5mac @MxApple @Apple We noticed about that, but the purpose of those magnets isn't clear enough to note. They're not there to place the AirTag in a metallic surface, nor any accessory, it's got probably something to do with its antennae.",1.0,1,"We noticed about that, but the purpose of those magnets isn't clear enough to note. They're not there to place the AirTag in a metallic surface, nor any accessory, it's got probably something to do with its antennae.",0.44166666666666665,0.05000000000000001,Positive,Objective,Positive and Objective
3765,I think it’s for sure possible to develop MUCH cheaper and MUCH more functional wifi device … FOR MORE THINGS with EXTRA benefits including SAVING LIFE and EARNINGS for everyone in the world 🌎 #xyo #xiomi #xyoblockchain #sentinel #coinapp 🚹📶🌐 https://t.co/Q8RM1Gr8OY,3.0,2,I think its for sure possible to develop MUCH cheaper and MUCH more functional wifi device FOR MORE THINGS with EXTRA benefits including SAVING LIFE and EARNINGS for everyone in the world,0.5314814814814816,0.2833333333333333,Positive,Subjective,Positive and Subjective
3766,Brain genius hacks an Apple AirTag… but don’t panic https://t.co/11AucK5f1x,0.0,0,Brain genius hacks an Apple AirTag but dont panic,0.0,0.0,Neutral,Objective,Neutral and Objective
3767,#Apple #AirTag #hacked for the first time! https://t.co/4mBZzUWTc6,0.0,0,for the first time!,0.3333333333333333,0.3125,Positive,Objective,Positive and Objective
3768,Tile looks set to become a better AirTag rival - but only in the US https://t.co/17gnWtzfEi [@TechRadar],0.0,0,Tile looks set to become a better AirTag rival - but only in the US [],0.75,0.25,Positive,Subjective,Positive and Subjective
3769,"all I know is that, in quest for a solution, Apple found a problem. If you're an iPhone 6, 7, 8, 9 and X users, please don't buy the Airtag, it's not compatible with your phone😅. Only those using iPhone 11 and above can make use of it. An Apple Airtag is ₦11,000 Irè ọ!",1.0,0,"all I know is that, in quest for a solution, Apple found a problem. If you're an iPhone , , , and X users, please don't buy the Airtag, it's not compatible with your phone. Only those using iPhone and above can make use of it. An Apple Airtag is Ir !",0.55,0.0,Neutral,Subjective,Neutral and Subjective
3770,"Apple will tell you not to worry should in case someone's else Airtag finds it way to your custody, that your iPhone would detect it.
 Bad news! That still won't stop you from being tracked. I don't know the kind of measures or algorithm Apple will implement to solve this...",1.0,0,"Apple will tell you not to worry should in case someone's else Airtag finds it way to your custody, that your iPhone would detect it. Bad news! That still won't stop you from being tracked. I don't know the kind of measures or algorithm Apple will implement to solve this...",0.7833333333333333,-0.1374999999999999,Negative,Subjective,Negative and Subjective
3771,"...or  rebrand it as a fancy key-holder  and boom, the surveillance begins.  Mind you, the Airtag is waterproof, it can withstand a very cold temperature too, and the battery ls designed to run for a year.",0.0,0,"...or rebrand it as a fancy key-holder and boom, the surveillance begins. Mind you, the Airtag is waterproof, it can withstand a very cold temperature too, and the battery ls designed to run for a year.",1.0,-0.78,Negative,Subjective,Negative and Subjective
3772,"My take, this is a cool innovation from Apple, but it already has its implications and complications, this can be use to monitor a third-party, provided the Airtag is carefully planted in a way that wouldn't be noticed. As for me, I can just put in a lady's purse...",0.0,0,"My take, this is a cool innovation from Apple, but it already has its implications and complications, this can be use to monitor a third-party, provided the Airtag is carefully planted in a way that wouldn't be noticed. As for me, I can just put in a lady's purse...",0.825,0.12499999999999999,Positive,Subjective,Positive and Subjective
3773,"Here's an Apple Airtag. A small tracking device that can be used to find lost items or better still keep track of an item movement provided the tag is attached to the item. The tag can be used as key-holder, it can be put in your wallet... https://t.co/c5flFePIZ1",4.0,1,"Here's an Apple Airtag. A small tracking device that can be used to find lost items or better still keep track of an item movement provided the tag is attached to the item. The tag can be used as key-holder, it can be put in your wallet...",0.45,0.125,Positive,Objective,Positive and Objective
3774,Apple's AirTags raise child safety concerns over user removable batteries: https://t.co/ZcFDHXgkUJ @Apple certainly could've made them in some shape or size that just wouldn't fit in a child's little mouth or *greatly discourage* toddlers or pets from putting them in their mouths,0.0,0,Apple's AirTags raise child safety concerns over user removable batteries: certainly could've made them in some shape or size that just wouldn't fit in a child's little mouth or *greatly discourage* toddlers or pets from putting them in their mouths,0.5553571428571429,0.3066964285714286,Positive,Subjective,Positive and Subjective
3775,Airtag Disponible https://t.co/evWNRVWLce,1.0,0,Airtag Disponible,0.0,0.0,Neutral,Objective,Neutral and Objective
3776,AirTag hacked for the first time by security researcher https://t.co/di0kcOyUzi,0.0,0,AirTag hacked for the first time by security researcher,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3777,It’s Already Possible To Hack An AirTag To Display A Custom URL When Lost https://t.co/chhE2ECkwM,0.0,0,Its Already Possible To Hack An AirTag To Display A Custom URL When Lost,1.0,0.0,Neutral,Subjective,Neutral and Subjective
3778,Love the sounds ❤️ 🎶 #AirTag 🔑 https://t.co/UZOqVBdZ6a,0.0,0,Love the sounds,0.6,0.5,Positive,Subjective,Positive and Subjective
3779,reminder that you can get an AirTag delivered shockingly fast on Amazon rn,1.0,0,reminder that you can get an AirTag delivered shockingly fast on Amazon rn,0.6,0.2,Positive,Subjective,Positive and Subjective
3780,Can an iPhone in a speeding car help find a 'lost' AirTag? https://t.co/4RTH6gEp31 https://t.co/HVm4sRMmud,0.0,1,Can an iPhone in a speeding car help find a 'lost' AirTag?,0.0,0.0,Neutral,Objective,Neutral and Objective
3781,AirTag Successfully Hacked to Show Custom URL in Lost Mode https://t.co/EfoqLUV0vP https://t.co/39i29FIiYE,0.0,0,AirTag Successfully Hacked to Show Custom URL in Lost Mode,0.95,0.75,Positive,Subjective,Positive and Subjective
3782,Got an Apple AirTag? Here's how to use AirTags to keep track of your important items. https://t.co/M9Giw7Yrwy,1.0,0,Got an Apple AirTag? Here's how to use AirTags to keep track of your important items.,1.0,0.4,Positive,Subjective,Positive and Subjective
3783,"…an AirTag-type feature embedded in their car, impossible to remove or disable, for $20?

Would it be unconstitutional for Congress to require every phone, every phone maker, every auto, to support a national FindMy network?

Would it work?",1.0,1,"an AirTag-type feature embedded in their car, impossible to remove or disable, for $20?Would it be unconstitutional for Congress to require every phone, every phone maker, every auto, to support a national FindMy network?Would it work?",1.0,-0.6666666666666666,Negative,Subjective,Negative and Subjective
3784,It’s Already Possible To Hack An AirTag To Display A Custom URL When Lost https://t.co/VWwVW22YjI https://t.co/fFgGfRHD1X,5.0,2,Its Already Possible To Hack An AirTag To Display A Custom URL When Lost,1.0,0.0,Neutral,Subjective,Neutral and Subjective
3785,"""@Apple's AirTag hacked by security researchers."" 
Reminds me of 1986 when hackers easily bypassed the hardware dongle @Autodesk had added to AutoCAD v2.5 (it interfered with plotting drawings).",0.0,0,"""'s AirTag hacked by security researchers."" Reminds me of when hackers easily bypassed the hardware dongle had added to AutoCAD v2.5 (it interfered with plotting drawings).",0.8333333333333334,0.43333333333333335,Positive,Subjective,Positive and Subjective
3786,"Just used my AirTag to find my keys for the first time. 

That precision location thing is pretty poor, isn’t it?

I’d seen them before it told me.",0.0,0,"Just used my AirTag to find my keys for the first time. That precision location thing is pretty poor, isnt it?Id seen them before it told me.",0.6444444444444444,0.033333333333333326,Positive,Subjective,Positive and Subjective
3787,AirTag Successfully Hacked to Show Custom URL in Lost Mode - MacRumors https://t.co/qP0KlAihPL,0.0,0,AirTag Successfully Hacked to Show Custom URL in Lost Mode - MacRumors,0.95,0.75,Positive,Subjective,Positive and Subjective
3788,Apple AirTag. Now available at Verizon. #IamVZ https://t.co/i6L9RZbs1G,0.0,0,Apple AirTag. Now available at Verizon.,0.4,0.4,Positive,Objective,Positive and Objective
3789,I put together a list of 30+ random dumb/creative/provocative uses of Apple's AirTags - I think they have a lot of weird potential for creative tech/experience design applications. #AirTags #airtag  https://t.co/2svyCQjFSA,1.0,0,I put together a list of + random dumb/creative/provocative uses of Apple's AirTags - I think they have a lot of weird potential for creative tech/experience design applications.,0.875,-0.125,Negative,Subjective,Negative and Subjective
3790,"#Apple #AirTag Teardown &amp; Test Point Mapping

#engineering

https://t.co/c3jaMEuERE",0.0,0,Teardown &amp; Test Point Mapping://,0.0,0.0,Neutral,Objective,Neutral and Objective
3791,"@kron4news To whom wrote this article/tweeted this: do you even know how they work? If it’s not an airtag registered to your phone, it’ll alert you and let you know you have an unknown airtag on you. Which then you just find it and pop the battery out",0.0,0,"To whom wrote this article/tweeted this: do you even know how they work? If its not an airtag registered to your phone, itll alert you and let you know you have an unknown airtag on you. Which then you just find it and pop the battery out",0.6,-0.1,Negative,Subjective,Negative and Subjective
3792,The long-awaited AirTags have already been hacked https://t.co/9XAkYTqTrJ,0.0,0,The long-awaited AirTags have already been hacked,0.0,0.0,Neutral,Objective,Neutral and Objective
3793,Can an iPhone in a speeding car help find a 'lost' AirTag? https://t.co/pvapXV5bbV by @the_pc_doc ZDNet,1.0,0,Can an iPhone in a speeding car help find a 'lost' AirTag? by ZDNet,0.0,0.0,Neutral,Objective,Neutral and Objective
3794,Can an iPhone in a speeding car help find a 'lost' AirTag? https://t.co/SEPznVE9vD by @the_pc_doc,4.0,1,Can an iPhone in a speeding car help find a 'lost' AirTag? by,0.0,0.0,Neutral,Objective,Neutral and Objective
3795,That didn't take long. #AirTags already hacked: https://t.co/KTMscvkkn1,1.0,0,That didn't take long. already hacked:,0.4,-0.05,Negative,Objective,Negative and Objective
3796,AirTag review: A neat product at odds with Apple’s pro-privacy messaging https://t.co/tMBKdAFlxR https://t.co/Vp1DP7N1Kb,0.0,0,AirTag review: A neat product at odds with Apples pro-privacy messaging,0.0,0.0,Neutral,Objective,Neutral and Objective
3797,It’s Already Possible To Hack An AirTag To Display A Custom URL When Lost. It is already possible to hack an AirTag to display a custom URL when in Lost Mode. Here are all the details on this. [ Continue reading this over at https://t.co/Wgfcy6UTJw ] ... https://t.co/CE3Z1Ckcuk https://t.co/BxdKLC5QUT,0.0,0,Its Already Possible To Hack An AirTag To Display A Custom URL When Lost. It is already possible to hack an AirTag to display a custom URL when in Lost Mode. Here are all the details on this. [ Continue reading this over at ] ...,1.0,0.0,Neutral,Subjective,Neutral and Subjective
3798,"@theloop I have built it into my motorcycle. It took some high density foam, a piece of fabric and an AirTag :)",0.0,0,"I have built it into my motorcycle. It took some high density foam, a piece of fabric and an AirTag",0.5399999999999999,0.16,Positive,Subjective,Positive and Subjective
3799,Gorgeous indeed. Kinda gives off an AirTag or OG iPod vibe. https://t.co/KB2DvAe29U,15.0,0,Gorgeous indeed. Kinda gives off an AirTag or OG iPod vibe.,0.9,0.7,Positive,Subjective,Positive and Subjective
3800,"SyrupCast 237: Hands-on with Apple’s AirTag and Samsung’s Galaxy Book Pro
https://t.co/KimjWOkZMW https://t.co/mSTbLPQZdT",3.0,1,SyrupCast : Hands-on with Apples AirTag and Samsungs Galaxy Book Pro,0.0,0.0,Neutral,Objective,Neutral and Objective
3801,AirTag hacked for the first time by security researcher https://t.co/81menCMweW (https://t.co/k8lkjN9k2N),0.0,0,AirTag hacked for the first time by security researcher (),0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3802,"This week, on the HomeKit Insider podcast, your hosts review #AirTag, Hunter launches new #HomeKit ceiling fans, and we recommend the best HomeKit dimmer switches.
 https://t.co/bERJk33Ld2 https://t.co/f6DSDLrIWF",0.0,0,"This week, on the HomeKit Insider podcast, your hosts review , Hunter launches new ceiling fans, and we recommend the best HomeKit dimmer switches.",0.37727272727272726,0.5681818181818181,Positive,Objective,Positive and Objective
3803,AirTag Successfully Hacked to Show Custom URL in Lost Mode https://t.co/IeoWU4AdyA https://t.co/v5FYA3y2HQ,0.0,0,AirTag Successfully Hacked to Show Custom URL in Lost Mode,0.95,0.75,Positive,Subjective,Positive and Subjective
3804,I really want to buy an airtag but neither I have any key nor an iphone,8.0,0,I really want to buy an airtag but neither I have any key nor an iphone,0.6,0.1,Positive,Subjective,Positive and Subjective
3805,@AmCharlieWills the fucks an airtag boss,0.0,0,the fucks an airtag boss,0.0,0.0,Neutral,Objective,Neutral and Objective
3806,I’m half tempted to buy an AirTag for my keys because I can NEVER find them,0.0,0,Im half tempted to buy an AirTag for my keys because I can NEVER find them,0.16666666666666666,-0.16666666666666666,Negative,Objective,Negative and Objective
3807,Imagine an AirTag embedded into an Apple Watch,9.0,0,Imagine an AirTag embedded into an Apple Watch,0.0,0.0,Neutral,Objective,Neutral and Objective
3808,"Here's a detailed review of Apple's AirTag tracking device, from @AnthonyGaenzle #productreview #blog https://t.co/7yOOlkARWS https://t.co/HF4BF9SMln",2.0,1,"Here's a detailed review of Apple's AirTag tracking device, from",0.75,0.4,Positive,Subjective,Positive and Subjective
3809,"#AirTag #ApplePencil2 Proof of concept.

I actually love the weighting, as it keeps my Apple Pencil oriented correctly for double-tapping and also prevents accidental taps quite well.

But the preferred design would allow charging without removal of the tag. https://t.co/b52VzRFfDq",0.0,0,"Proof of concept.I actually love the weighting, as it keeps my Apple Pencil oriented correctly for double-tapping and also prevents accidental taps quite well.But the preferred design would allow charging without removal of the tag.",0.6,0.5,Positive,Subjective,Positive and Subjective
3810,@L0vetodream Now to fit it inside an AirTag!,3.0,0,Now to fit it inside an AirTag!,0.4,0.5,Positive,Objective,Positive and Objective
3811,@MacRumors What is airtag,0.0,0,What is airtag,0.0,0.0,Neutral,Objective,Neutral and Objective
3812,"Security Researcher Hacks Apple’s AirTag, Modifies Its Software https://t.co/socng1KykX [@MakeUseOF]",0.0,0,"Security Researcher Hacks Apples AirTag, Modifies Its Software []",0.0,0.0,Neutral,Objective,Neutral and Objective
3813,"早い

AirTag Successfully Hacked to Show Custom URL in Lost Mode https://t.co/dA2llKgkf7",0.0,0,AirTag Successfully Hacked to Show Custom URL in Lost Mode,0.95,0.75,Positive,Subjective,Positive and Subjective
3814,Comment: AirTag could become an essential retail and business tool if Apple wants it to be one - 9to5Mac https://t.co/pILdn4Jgwa,0.0,0,Comment: AirTag could become an essential retail and business tool if Apple wants it to be one - to5Mac,0.2,0.1,Positive,Objective,Positive and Objective
3815,A nice token of #appreciation for our #enterprisemobility #team @SAP ... thanks @MartinLang #airtag #apple https://t.co/71KxApzBHY,13.0,1,A nice token of for our ... thanks,0.6,0.4,Positive,Subjective,Positive and Subjective
3816,Yea apple know what they doing.. lost my wallet again I’m going to buy an airtag,1.0,0,Yea apple know what they doing.. lost my wallet again Im going to buy an airtag,0.0,0.0,Neutral,Objective,Neutral and Objective
3817,Thinking of buying an Airtag to put on Barry White 🤔 https://t.co/JqgNQQm9Ol,3.0,0,Thinking of buying an Airtag to put on Barry White,0.0,0.0,Neutral,Objective,Neutral and Objective
3818,"While it might be tempting to stick an AirTag on just about everything you want to keep tabs on, there's one thing you definitely shouldn't track. By @timbrookes https://t.co/jVmepmm5kx",4.0,2,"While it might be tempting to stick an AirTag on just about everything you want to keep tabs on, there's one thing you definitely shouldn't track. By",0.5,0.0,Neutral,Neutral,Neutral and Neutral
3819,"🐶🐶太英俊了
Apple AirTag vs. Drug-Detection Dog: Best Way to Find Your Lost Stuff https://t.co/hvVOrtNAgr",0.0,0,Apple AirTag vs. Drug-Detection Dog: Best Way to Find Your Lost Stuff,0.3,1.0,Positive,Objective,Positive and Objective
3820,Harvey with his #airtag attached. Try getting lost now ya little bastard. #apple #appleairtag #lhasa https://t.co/92NERO9kXb,1.0,0,Harvey with his attached. Try getting lost now ya little bastard.,0.5,-0.1875,Negative,Neutral,Negative and Neutral
3821,The #AirTag after 1 week of use  #Scratch #airtags #keys #Apple https://t.co/tYUIsUHHBC,0.0,0,The after week of use,0.0,0.0,Neutral,Objective,Neutral and Objective
3822,Apple AirTag tracker hacked and reprogrammed by a security researcher https://t.co/LofIWfUGbw,0.0,0,Apple AirTag tracker hacked and reprogrammed by a security researcher,0.0,0.0,Neutral,Objective,Neutral and Objective
3823,"@finsteininvest Airtag. 

https://t.co/5dAq4ItXBF",1.0,0,Airtag.,0.0,0.0,Neutral,Objective,Neutral and Objective
3824,So I dropped a single AirTag into my wallet and it's... okay.  (I still wish Japan would ditch cash altogether. Apple Pay is _literally_ only thing you can have on you in Georgia.),1.0,0,So I dropped a single AirTag into my wallet and it's... okay. (I still wish Japan would ditch cash altogether. Apple Pay is _literally_ only thing you can have on you in Georgia.),0.5714285714285715,0.14285714285714288,Positive,Subjective,Positive and Subjective
3825,How long before someone swallows an Airtag??,3.0,0,How long before someone swallows an Airtag??,0.4,-0.05,Negative,Objective,Negative and Objective
3826,AirTag hacked for the first time by security researcher https://t.co/KZbr7AH6Dv https://t.co/OIhckGalS6,0.0,0,AirTag hacked for the first time by security researcher,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3827,AirTag hacked for the first time by security researcher: https://t.co/0iT6T402hl Comments: https://t.co/X5WlOVJR18,1.0,1,AirTag hacked for the first time by security researcher: Comments:,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3828,A security researcher has hacked Apple’s new AirTag and has modified its software. #AppleNews https://t.co/s6dKEaAoMY https://t.co/4cTw1Cb6IL,1.0,1,A security researcher has hacked Apples new AirTag and has modified its software.,0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
3829,"appleinsider: This week, on the HomeKit Insider podcast, your hosts review #AirTag, Hunter launches new #HomeKit ceiling fans, and we recommend the best HomeKit dimmer switches.
 https://t.co/2HHqRcvXNq https://t.co/KaJHtQsnhp",0.0,0,"appleinsider: This week, on the HomeKit Insider podcast, your hosts review , Hunter launches new ceiling fans, and we recommend the best HomeKit dimmer switches.",0.37727272727272726,0.5681818181818181,Positive,Objective,Positive and Objective
3830,"This week, on the HomeKit Insider podcast, your hosts review #AirTag, Hunter launches new #HomeKit ceiling fans, and we recommend the best HomeKit dimmer switches.
 https://t.co/HZlRgYtzSx https://t.co/8tkhhBhLxn",19.0,1,"This week, on the HomeKit Insider podcast, your hosts review , Hunter launches new ceiling fans, and we recommend the best HomeKit dimmer switches.",0.37727272727272726,0.5681818181818181,Positive,Objective,Positive and Objective
3831,Brain genius hacks an Apple AirTag… but don’t panic https://t.co/Xe0ags8K6C,0.0,0,Brain genius hacks an Apple AirTag but dont panic,0.0,0.0,Neutral,Objective,Neutral and Objective
3832,AirTag hacked for the first time by security researcher #security https://t.co/8l80lWnDHp,0.0,0,AirTag hacked for the first time by security researcher,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3833,"Other than the dark soldermask, one of the reasons these AirTag PCBs look so nice is they have absolutely no silkscreen markings. Just components and PCB. That's a PITA for hand assembly, debugging and rework, but I suppose you can get away with it in high-volume manufacturing. https://t.co/YxJF7HqKBM",0.0,0,"Other than the dark soldermask, one of the reasons these AirTag PCBs look so nice is they have absolutely no silkscreen markings. Just components and PCB. That's a PITA for hand assembly, debugging and rework, but I suppose you can get away with it in high-volume manufacturing.",0.66875,0.05624999999999999,Positive,Subjective,Positive and Subjective
3834,Brain genius hacks an Apple AirTag… but don’t panic - https://t.co/CoJioZK4xC https://t.co/pLyUY5W7i2,0.0,0,Brain genius hacks an Apple AirTag but dont panic -,0.0,0.0,Neutral,Objective,Neutral and Objective
3835,"@cartamaior AirTag da Apple

https://t.co/AIG4FVH1lC",0.0,0,AirTag da Apple,0.0,0.0,Neutral,Objective,Neutral and Objective
3836,"Title: AirTag hacked for the first time by security researcher

💬: Can there be a way to see if it is a malicious attack? I couldn't see the info.",0.0,0,Title: AirTag hacked for the first time by security researcher: Can there be a way to see if it is a malicious attack? I couldn't see the info.,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3837,"AirTag hacked for the first time by security researcher
L: https://t.co/ZvObBnO8Fw
C: https://t.co/on4xDm8tki",0.0,1,AirTag hacked for the first time by security researcherL: :,0.3333333333333333,0.25,Positive,Objective,Positive and Objective
3838,"A loophole in @Apple's #AirTag allows hackers to put any link in place of the ""Find My"" link when an AirTag is scanned via NFC.
#AppleAirTag

https://t.co/brlI0jb5cR",7.0,1,"A loophole in 's allows hackers to put any link in place of the ""Find My"" link when an AirTag is scanned via NFC.://",0.0,0.0,Neutral,Objective,Neutral and Objective
3839,Apple AirTag review: Precision Finding is a game changer | CNN Underscored https://t.co/tUbRPm2R3o,1.0,0,Apple AirTag review: Precision Finding is a game changer | CNN Underscored,0.4,-0.4,Negative,Objective,Negative and Objective
3840,Wowwww.. Bricked 2 AirTags.. Got the 3rd.. If you weren’t sure you could even accomplish this.. Imagine going through AirTags like that.. wasting them.. 😆🤷‍♂️😊 It’s still kinda weird to think AirTags do actually exist now. 🤔🤷‍♂️😆 #AirTag #AirTags #Apple @Apple https://t.co/Ur1auqNNmW,0.0,0,Wowwww.. Bricked AirTags.. Got the rd.. If you werent sure you could even accomplish this.. Imagine going through AirTags like that.. wasting them.. Its still kinda weird to think AirTags do actually exist now.,0.662962962962963,0.0,Neutral,Subjective,Neutral and Subjective
3841,New reply to “AirTag Accessories” (Forum Topic) https://t.co/6GFa5F98Wm,0.0,0,New reply to AirTag Accessories (Forum Topic),0.45454545454545453,0.13636363636363635,Positive,Objective,Positive and Objective
3842,"🐵🐲
AirTag + AirTag Leather Key Ring https://t.co/FakSkvwyS7",0.0,0,AirTag + AirTag Leather Key Ring,1.0,0.0,Neutral,Subjective,Neutral and Subjective
3843,@NSAajitkdoval @narendramodi @PMOIndia Apple AirTag Hacked and Successfully Reprogrammed at Will……. https://t.co/4wX3kbF8te,0.0,0,Apple AirTag Hacked and Successfully Reprogrammed at Will.,0.95,0.75,Positive,Subjective,Positive and Subjective
3844,For 1 second my mind went: “but how do I track my AirTag? What if I lose my AirTag?” #mondaythoughts,0.0,0,For second my mind went: but how do I track my AirTag? What if I lose my AirTag?,0.0,0.0,Neutral,Objective,Neutral and Objective
3845,Trend Comm Premium Leather Airtag Case https://t.co/SBl4Jesh15 来自 @YouTube,0.0,0,Trend Comm Premium Leather Airtag Case,0.0,0.0,Neutral,Objective,Neutral and Objective
3846,"Apple AirTag Was Hacked and Successfully Reprogrammed at Will
https://t.co/zVeECdPQVb https://t.co/UtkOsVw0xy",4.0,2,Apple AirTag Was Hacked and Successfully Reprogrammed at Will,0.95,0.75,Positive,Subjective,Positive and Subjective
3847,AirTags use ultra-wideband technology and Apple's existing network of devices to help you track down lost or stolen items. Here's what you need to know before you attach them to everything you own.​  https://t.co/P9r2DpYddr,4.0,2,AirTags use ultra-wideband technology and Apple's existing network of devices to help you track down lost or stolen items. Here's what you need to know before you attach them to everything you own.,0.6444444444444445,0.2222222222222222,Positive,Subjective,Positive and Subjective
3848,"Apple AirTag Can Be Hacked, However It's Not as Dangerous as It Sounds - Editorials 360

https://t.co/BkaH0W9Cwt https://t.co/6bRP34lqWL",0.0,0,"Apple AirTag Can Be Hacked, However It's Not as Dangerous as It Sounds - Editorials",0.9,-0.6,Negative,Subjective,Negative and Subjective
3849,"Innovative company Apple copied their airtag from Samsung Galaxy's Smart tag. Awww 🥺😂
#AirTag
#smarttag https://t.co/wNevT836F1",2.0,1,Innovative company Apple copied their airtag from Samsung Galaxy's Smart tag. Awww,0.8476190476190476,0.37142857142857144,Positive,Subjective,Positive and Subjective
3850,Apple AirTag tracker hacked and reprogrammed by a security researcher https://t.co/Q52ob2b3cR,0.0,0,Apple AirTag tracker hacked and reprogrammed by a securityresearcher,0.0,0.0,Neutral,Objective,Neutral and Objective
3851,"Apple AirTag Can Be Hacked, But Its Not as Bad as It Sounds (Slashdot: Apple) https://t.co/5Kc4x2KOhk",0.0,0,"Apple AirTag Can Be Hacked, But Its Not as Bad as It Sounds (Slashdot: Apple)",0.6666666666666666,-0.6999999999999998,Negative,Subjective,Negative and Subjective
3852,"AirTagging my classical #guitar! How cool is that?!
This was the first thing came into my mind when I knew that #Apple #AirTag was finally available! 
Is it the first guitar to be tagged?😂
#airtagguitar #airtagcase https://t.co/6MGQTZwLh5",1.0,0,AirTagging my classical ! How cool is that?!This was the first thing came into my mind when I knew that was finally available! Is it the first guitar to be tagged?,0.3433333333333333,0.27,Positive,Objective,Positive and Objective
3853,"Can hack Apple AirTag and modify item tracker software
https://t.co/sXNkIgfVM8",0.0,0,Can hack Apple AirTag and modify item tracker software,0.0,0.0,Neutral,Objective,Neutral and Objective
3854,@dwkeogh Read the reviews for the Airtag and you'll discover other cheaper possibilities for attaching them.,0.0,0,Read the reviews for the Airtag and you'll discover other cheaper possibilities for attaching them.,0.375,-0.125,Negative,Objective,Negative and Objective
3855,"Video: Security Researcher Hacks His Way Into AirTag, Modifies Its NFC URL https://t.co/Z3sYNaAq6U https://t.co/FPEIwxsv5r",0.0,0,"Video: Security Researcher Hacks His Way Into AirTag, Modifies Its NFC URL",0.0,0.0,Neutral,Objective,Neutral and Objective
3856,Apple AirTag vs. Drug-Detection Dog: Best Way to Find Your Lost Stuff https://t.co/qf5O6jmrTc via @WSJ,0.0,0,Apple AirTag vs. Drug-Detection Dog: Best Way to Find Your Lost Stuff via,0.3,1.0,Positive,Objective,Positive and Objective
3857,AirTag already hacked and reprogrammed https://t.co/6oD76AeAVt,0.0,0,AirTag already hacked andreprogrammed,0.0,0.0,Neutral,Objective,Neutral and Objective
3858,Looking for an AirTag holder for your bicycle? This AirTag bike mount is also a reflector! Get yours here: https://t.co/rOTf8RuEUH #airtag #cycling #bike #bicycle https://t.co/6XJI8J73SK,0.0,1,Looking for an AirTag holder for your bicycle? This AirTag bike mount is also a reflector! Get yours here:,0.0,0.0,Neutral,Objective,Neutral and Objective
3859,[MacWorld] AirTag already hacked and reprogrammed https://t.co/9tEUqYr2DG,0.0,0,[MacWorld] AirTag already hacked and reprogrammed,0.0,0.0,Neutral,Objective,Neutral and Objective
3860,Only iPhone users will get a notification when they are being tracked using #AirTag. “We do know that all badies use #Android phones” 😮 @gplama https://t.co/S2yAdzJK9n,0.0,0,Only iPhone users will get a notification when they are being tracked using . We do know that all badies use phones,1.0,0.0,Neutral,Subjective,Neutral and Subjective
3861,Apple AirTag tracker hacked and reprogrammed by a security researcher https://t.co/udLfBB0tKy,0.0,0,Apple AirTag tracker hacked and reprogrammed by a securityresearcher,0.0,0.0,Neutral,Objective,Neutral and Objective
